account_id,district_id,frequency,date,Account_type,,Card_Assigned,,
910,1,MONTHLY ISSUANCE,2024-04-01,Savings account,,SILVER,,
3794,20,MONTHLY ISSUANCE,2024-04-02,Salary account,,SILVER,,
3546,55,MONTHLY ISSUANCE,2024-04-03,Savings account,,SILVER,,
1854,32,MONTHLY ISSUANCE,2024-04-04,Savings account,,SILVER,,
3659,54,MONTHLY ISSUANCE,2024-04-05,NRI account,,SILVER,,
1356,39,MONTHLY ISSUANCE,2024-04-06,Savings account,,SILVER,,
1656,47,MONTHLY ISSUANCE,2024-04-07,Salary account,,SILVER,,
2103,48,MONTHLY ISSUANCE,2024-04-08,NRI account,,SILVER,,
3861,2,MONTHLY ISSUANCE,2024-04-09,Savings account,,SILVER,,
3067,46,MONTHLY ISSUANCE,2024-04-10,Savings account,,SILVER,,
52,16,MONTHLY ISSUANCE,2024-04-11,Savings account,,SILVER,,
1853,7,MONTHLY ISSUANCE,2024-04-12,Salary account,,SILVER,,
8742,70,MONTHLY ISSUANCE,2024-04-13,Savings account,,SILVER,,
2229,1,MONTHLY ISSUANCE,2024-04-14,Salary account,,SILVER,,
4052,36,WEEKLY ISUANCE,2024-04-15,NRI account,,DIAMOND,,
3964,25,MONTHLY ISSUANCE,2024-04-16,Salary account,,SILVER,,
3681,70,MONTHLY ISSUANCE,2024-04-17,Salary account,,SILVER,,
3961,52,MONTHLY ISSUANCE,2024-04-18,Savings account,,SILVER,,
3379,63,MONTHLY ISSUANCE,2024-04-19,NRI account,,SILVER,,
1651,34,MONTHLY ISSUANCE,2024-04-20,NRI account,,SILVER,,
320,47,MONTHLY ISSUANCE,2024-04-21,Salary account,,SILVER,,
6138,54,MONTHLY ISSUANCE,2024-04-22,Savings account,,SILVER,,
1840,21,MONTHLY ISSUANCE,2024-04-23,Savings account,,SILVER,,
3471,63,MONTHLY ISSUANCE,2024-04-24,Salary account,,SILVER,,
480,23,MONTHLY ISSUANCE,2024-04-25,Salary account,,SILVER,,
2535,61,MONTHLY ISSUANCE,2024-04-26,Salary account,,SILVER,,
9179,28,MONTHLY ISSUANCE,2024-04-27,Salary account,,SILVER,,
2299,1,MONTHLY ISSUANCE,2024-04-28,Salary account,,SILVER,,
364,1,MONTHLY ISSUANCE,2024-04-29,Savings account,,SILVER,,
2696,1,MONTHLY ISSUANCE,2024-04-30,NRI account,,SILVER,,
1214,39,MONTHLY ISSUANCE,2024-05-01,Savings account,,SILVER,,
1262,29,MONTHLY ISSUANCE,2024-05-02,Salary account,,SILVER,,
8320,51,MONTHLY ISSUANCE,2024-05-03,Salary account,,SILVER,,
3910,10,MONTHLY ISSUANCE,2024-05-04,Savings account,,SILVER,,
4534,63,MONTHLY ISSUANCE,2024-05-05,Savings account,,SILVER,,
872,27,MONTHLY ISSUANCE,2024-05-06,NRI account,,SILVER,,
2854,1,MONTHLY ISSUANCE,2024-05-07,Salary account,,SILVER,,
9549,4,MONTHLY ISSUANCE,2024-05-08,Savings account,,SILVER,,
3304,36,MONTHLY ISSUANCE,2024-05-09,Savings account,,SILVER,,
3908,13,MONTHLY ISSUANCE,2024-05-10,Savings account,,SILVER,,
9031,47,MONTHLY ISSUANCE,2024-05-11,Savings account,,SILVER,,
3375,9,MONTHLY ISSUANCE,2024-05-12,NRI account,,SILVER,,
2571,61,MONTHLY ISSUANCE,2024-05-13,Savings account,,SILVER,,
512,68,MONTHLY ISSUANCE,2024-05-14,Savings account,,SILVER,,
2300,36,MONTHLY ISSUANCE,2024-05-15,Salary account,,SILVER,,
10148,34,MONTHLY ISSUANCE,2024-05-16,Savings account,,SILVER,,
1707,75,MONTHLY ISSUANCE,2024-05-17,NRI account,,SILVER,,
11244,33,MONTHLY ISSUANCE,2024-05-18,NRI account,,SILVER,,
3470,8,MONTHLY ISSUANCE,2024-05-19,NRI account,,SILVER,,
3110,48,MONTHLY ISSUANCE,2024-05-20,Savings account,,SILVER,,
6064,49,MONTHLY ISSUANCE,2024-05-21,NRI account,,SILVER,,
2981,46,MONTHLY ISSUANCE,2024-05-22,Salary account,,SILVER,,
3527,44,MONTHLY ISSUANCE,2024-05-23,NRI account,,SILVER,,
3005,42,ISSUANCE AFTER A TRANSACTION,2024-05-24,NRI account,,GOLD,,
752,23,MONTHLY ISSUANCE,2024-05-25,NRI account,,SILVER,,
10493,12,MONTHLY ISSUANCE,2024-05-26,Savings account,,SILVER,,
2964,72,MONTHLY ISSUANCE,2024-05-27,Savings account,,SILVER,,
4354,38,MONTHLY ISSUANCE,2024-05-28,NRI account,,SILVER,,
3639,4,MONTHLY ISSUANCE,2024-05-29,Savings account,,SILVER,,
1677,69,MONTHLY ISSUANCE,2024-05-30,Savings account,,SILVER,,
2653,66,MONTHLY ISSUANCE,2024-05-31,NRI account,,SILVER,,
3870,38,MONTHLY ISSUANCE,2024-06-01,NRI account,,SILVER,,
17,1,MONTHLY ISSUANCE,2024-06-02,NRI account,,SILVER,,
537,34,MONTHLY ISSUANCE,2024-06-03,Salary account,,SILVER,,
294,7,MONTHLY ISSUANCE,2024-06-04,Savings account,,SILVER,,
3540,18,MONTHLY ISSUANCE,2024-06-05,Savings account,,SILVER,,
263,64,WEEKLY ISUANCE,2024-06-06,Savings account,,DIAMOND,,
4660,63,MONTHLY ISSUANCE,2024-06-07,Savings account,,SILVER,,
1221,45,MONTHLY ISSUANCE,2024-06-08,NRI account,,SILVER,,
1860,70,MONTHLY ISSUANCE,2024-06-09,Savings account,,SILVER,,
2689,70,MONTHLY ISSUANCE,2024-06-10,Salary account,,SILVER,,
9730,54,MONTHLY ISSUANCE,2024-06-11,Savings account,,SILVER,,
1387,67,MONTHLY ISSUANCE,2024-06-12,NRI account,,SILVER,,
2637,70,MONTHLY ISSUANCE,2024-06-13,Savings account,,SILVER,,
10404,1,MONTHLY ISSUANCE,2024-06-14,Savings account,,SILVER,,
528,17,MONTHLY ISSUANCE,2024-06-15,Savings account,,SILVER,,
9424,54,MONTHLY ISSUANCE,2024-06-16,Salary account,,SILVER,,
3190,1,MONTHLY ISSUANCE,2024-06-17,Salary account,,SILVER,,
1390,69,MONTHLY ISSUANCE,2024-06-18,Salary account,,SILVER,,
1988,72,MONTHLY ISSUANCE,2024-06-19,Salary account,,SILVER,,
2362,16,MONTHLY ISSUANCE,2024-06-20,Savings account,,SILVER,,
2064,54,MONTHLY ISSUANCE,2024-06-21,Savings account,,SILVER,,
2852,70,MONTHLY ISSUANCE,2024-06-22,NRI account,,SILVER,,
3043,1,MONTHLY ISSUANCE,2024-06-23,Salary account,,SILVER,,
6706,38,MONTHLY ISSUANCE,2024-06-24,Savings account,,SILVER,,
2507,62,MONTHLY ISSUANCE,2024-06-25,Salary account,,SILVER,,
3387,25,WEEKLY ISUANCE,2024-06-26,Salary account,,DIAMOND,,
3991,1,MONTHLY ISSUANCE,2024-06-27,NRI account,,SILVER,,
1056,1,WEEKLY ISUANCE,2024-06-28,Salary account,,DIAMOND,,
7966,54,MONTHLY ISSUANCE,2024-06-29,Salary account,,SILVER,,
2408,26,MONTHLY ISSUANCE,2024-06-30,Salary account,,SILVER,,
592,23,MONTHLY ISSUANCE,2024-07-01,Savings account,,SILVER,,
1195,42,MONTHLY ISSUANCE,2024-07-02,NRI account,,SILVER,,
2261,1,WEEKLY ISUANCE,2024-07-03,Savings account,,DIAMOND,,
8341,64,MONTHLY ISSUANCE,2024-07-04,NRI account,,SILVER,,
252,19,MONTHLY ISSUANCE,2024-07-05,NRI account,,SILVER,,
7045,51,MONTHLY ISSUANCE,2024-07-06,Salary account,,SILVER,,
3941,7,MONTHLY ISSUANCE,2024-07-07,Salary account,,SILVER,,
2761,1,MONTHLY ISSUANCE,2024-07-08,Savings account,,SILVER,,
2699,73,MONTHLY ISSUANCE,2024-07-09,NRI account,,SILVER,,
935,23,MONTHLY ISSUANCE,2024-07-10,NRI account,,SILVER,,
2777,62,MONTHLY ISSUANCE,2024-07-11,NRI account,,SILVER,,
1659,46,MONTHLY ISSUANCE,2024-07-12,Savings account,,SILVER,,
1884,54,MONTHLY ISSUANCE,2024-07-13,NRI account,,SILVER,,
434,1,MONTHLY ISSUANCE,2024-07-14,Savings account,,SILVER,,
2875,19,MONTHLY ISSUANCE,2024-07-15,NRI account,,SILVER,,
2532,38,MONTHLY ISSUANCE,2024-07-16,NRI account,,SILVER,,
3029,42,MONTHLY ISSUANCE,2024-07-17,Salary account,,SILVER,,
2356,34,WEEKLY ISUANCE,2024-07-18,Salary account,,DIAMOND,,
333,73,MONTHLY ISSUANCE,2024-07-19,Salary account,,SILVER,,
2441,47,MONTHLY ISSUANCE,2024-07-20,Savings account,,SILVER,,
193,69,MONTHLY ISSUANCE,2024-07-21,NRI account,,SILVER,,
3390,12,WEEKLY ISUANCE,2024-07-22,Savings account,,DIAMOND,,
3393,4,MONTHLY ISSUANCE,2024-07-23,Savings account,,SILVER,,
440,29,MONTHLY ISSUANCE,2024-07-24,Savings account,,SILVER,,
4454,63,MONTHLY ISSUANCE,2024-07-25,NRI account,,SILVER,,
595,20,MONTHLY ISSUANCE,2024-07-26,NRI account,,SILVER,,
1391,15,MONTHLY ISSUANCE,2024-07-27,Salary account,,SILVER,,
3438,35,MONTHLY ISSUANCE,2024-07-28,NRI account,,SILVER,,
1553,59,MONTHLY ISSUANCE,2024-07-29,NRI account,,SILVER,,
10645,2,MONTHLY ISSUANCE,2024-07-30,Salary account,,SILVER,,
2531,51,MONTHLY ISSUANCE,2024-07-31,Savings account,,SILVER,,
1081,64,MONTHLY ISSUANCE,2024-08-01,Savings account,,SILVER,,
3182,6,MONTHLY ISSUANCE,2024-08-02,NRI account,,SILVER,,
765,12,MONTHLY ISSUANCE,2024-08-03,Savings account,,SILVER,,
3412,31,MONTHLY ISSUANCE,2024-08-04,NRI account,,SILVER,,
2610,54,MONTHLY ISSUANCE,2024-08-05,Savings account,,SILVER,,
7465,1,WEEKLY ISUANCE,2024-08-06,Savings account,,DIAMOND,,
1362,1,MONTHLY ISSUANCE,2024-08-07,NRI account,,SILVER,,
4794,72,MONTHLY ISSUANCE,2024-08-08,Savings account,,SILVER,,
2827,70,MONTHLY ISSUANCE,2024-08-09,Salary account,,SILVER,,
3024,1,MONTHLY ISSUANCE,2024-08-10,Salary account,,SILVER,,
1618,6,MONTHLY ISSUANCE,2024-08-11,NRI account,,SILVER,,
6510,74,MONTHLY ISSUANCE,2024-08-12,NRI account,,SILVER,,
2386,12,MONTHLY ISSUANCE,2024-08-13,NRI account,,SILVER,,
3411,19,MONTHLY ISSUANCE,2024-08-14,Salary account,,SILVER,,
505,64,MONTHLY ISSUANCE,2024-08-15,NRI account,,SILVER,,
1817,10,MONTHLY ISSUANCE,2024-08-16,Savings account,,SILVER,,
3125,37,MONTHLY ISSUANCE,2024-08-17,Savings account,,SILVER,,
2734,53,MONTHLY ISSUANCE,2024-08-18,NRI account,,SILVER,,
3137,39,MONTHLY ISSUANCE,2024-08-19,Savings account,,SILVER,,
2376,71,MONTHLY ISSUANCE,2024-08-20,Salary account,,SILVER,,
2995,51,MONTHLY ISSUANCE,2024-08-21,Salary account,,SILVER,,
3984,51,MONTHLY ISSUANCE,2024-08-22,Savings account,,SILVER,,
659,63,MONTHLY ISSUANCE,2024-08-23,Salary account,,SILVER,,
3452,63,MONTHLY ISSUANCE,2024-08-24,Savings account,,SILVER,,
3450,1,MONTHLY ISSUANCE,2024-08-25,NRI account,,SILVER,,
1557,66,MONTHLY ISSUANCE,2024-08-26,Savings account,,SILVER,,
1316,42,MONTHLY ISSUANCE,2024-08-27,Salary account,,SILVER,,
3893,42,MONTHLY ISSUANCE,2024-08-28,NRI account,,SILVER,,
2873,70,MONTHLY ISSUANCE,2024-08-29,Savings account,,SILVER,,
3962,54,MONTHLY ISSUANCE,2024-08-30,NRI account,,SILVER,,
1218,1,MONTHLY ISSUANCE,2024-08-31,Salary account,,SILVER,,
561,11,MONTHLY ISSUANCE,2024-09-01,NRI account,,SILVER,,
4631,77,ISSUANCE AFTER A TRANSACTION,2024-09-02,NRI account,,GOLD,,
1055,29,MONTHLY ISSUANCE,2024-09-03,Salary account,,SILVER,,
9153,9,MONTHLY ISSUANCE,2024-09-04,Savings account,,SILVER,,
1368,22,MONTHLY ISSUANCE,2024-09-05,Salary account,,SILVER,,
1587,1,MONTHLY ISSUANCE,2024-09-06,NRI account,,SILVER,,
905,35,MONTHLY ISSUANCE,2024-09-07,NRI account,,SILVER,,
980,1,MONTHLY ISSUANCE,2024-09-08,Salary account,,SILVER,,
3430,9,MONTHLY ISSUANCE,2024-09-09,NRI account,,SILVER,,
11096,28,MONTHLY ISSUANCE,2024-09-10,Salary account,,SILVER,,
3090,1,MONTHLY ISSUANCE,2024-09-11,Savings account,,SILVER,,
5817,77,ISSUANCE AFTER A TRANSACTION,2024-09-12,Salary account,,GOLD,,
3290,19,MONTHLY ISSUANCE,2024-09-13,Salary account,,SILVER,,
2963,31,MONTHLY ISSUANCE,2024-09-14,Savings account,,SILVER,,
1361,46,MONTHLY ISSUANCE,2024-09-15,Salary account,,SILVER,,
664,1,MONTHLY ISSUANCE,2024-09-16,NRI account,,SILVER,,
5133,68,WEEKLY ISUANCE,2024-09-17,Salary account,,DIAMOND,,
880,26,MONTHLY ISSUANCE,2024-09-18,Salary account,,SILVER,,
1482,38,MONTHLY ISSUANCE,2024-09-19,Savings account,,SILVER,,
7176,1,MONTHLY ISSUANCE,2024-09-20,NRI account,,SILVER,,
8225,50,MONTHLY ISSUANCE,2024-09-21,NRI account,,SILVER,,
1083,45,MONTHLY ISSUANCE,2024-09-22,Salary account,,SILVER,,
2286,70,MONTHLY ISSUANCE,2024-09-23,Salary account,,SILVER,,
2060,13,MONTHLY ISSUANCE,2024-09-24,Savings account,,SILVER,,
2115,8,MONTHLY ISSUANCE,2024-09-25,NRI account,,SILVER,,
24,74,MONTHLY ISSUANCE,2024-09-26,Salary account,,SILVER,,
2544,38,MONTHLY ISSUANCE,2024-09-27,Savings account,,SILVER,,
599,54,MONTHLY ISSUANCE,2024-09-28,NRI account,,SILVER,,
2590,47,MONTHLY ISSUANCE,2024-09-29,Salary account,,SILVER,,
2589,10,MONTHLY ISSUANCE,2024-09-30,Salary account,,SILVER,,
2545,1,MONTHLY ISSUANCE,2024-10-01,Savings account,,SILVER,,
1735,42,MONTHLY ISSUANCE,2024-10-02,Salary account,,SILVER,,
3312,30,MONTHLY ISSUANCE,2024-10-03,Savings account,,SILVER,,
2916,6,MONTHLY ISSUANCE,2024-10-04,Savings account,,SILVER,,
3018,34,MONTHLY ISSUANCE,2024-10-05,Savings account,,SILVER,,
249,28,MONTHLY ISSUANCE,2024-10-06,Savings account,,SILVER,,
3602,18,MONTHLY ISSUANCE,2024-10-07,NRI account,,SILVER,,
3856,45,MONTHLY ISSUANCE,2024-10-08,Salary account,,SILVER,,
805,10,MONTHLY ISSUANCE,2024-10-09,NRI account,,SILVER,,
3377,74,MONTHLY ISSUANCE,2024-10-10,NRI account,,SILVER,,
1296,50,MONTHLY ISSUANCE,2024-10-11,Savings account,,SILVER,,
1435,1,MONTHLY ISSUANCE,2024-10-12,Salary account,,SILVER,,
3507,9,MONTHLY ISSUANCE,2024-10-13,Savings account,,SILVER,,
712,72,MONTHLY ISSUANCE,2024-10-14,Salary account,,SILVER,,
10280,69,MONTHLY ISSUANCE,2024-10-15,Salary account,,SILVER,,
1754,52,MONTHLY ISSUANCE,2024-10-16,Savings account,,SILVER,,
79,3,MONTHLY ISSUANCE,2024-10-17,NRI account,,SILVER,,
3799,74,MONTHLY ISSUANCE,2024-10-18,NRI account,,SILVER,,
1460,54,MONTHLY ISSUANCE,2024-10-19,NRI account,,SILVER,,
7745,2,MONTHLY ISSUANCE,2024-10-20,Savings account,,SILVER,,
14,47,MONTHLY ISSUANCE,2024-10-21,Salary account,,SILVER,,
549,5,MONTHLY ISSUANCE,2024-10-22,NRI account,,SILVER,,
143,21,MONTHLY ISSUANCE,2024-10-23,NRI account,,SILVER,,
1943,9,MONTHLY ISSUANCE,2024-10-24,NRI account,,SILVER,,
2090,40,MONTHLY ISSUANCE,2024-10-25,Savings account,,SILVER,,
2636,18,MONTHLY ISSUANCE,2024-10-26,Savings account,,SILVER,,
8523,54,MONTHLY ISSUANCE,2024-10-27,NRI account,,SILVER,,
2398,70,MONTHLY ISSUANCE,2024-10-28,Salary account,,SILVER,,
1712,44,MONTHLY ISSUANCE,2024-10-29,Savings account,,SILVER,,
3282,1,MONTHLY ISSUANCE,2024-10-30,Salary account,,SILVER,,
330,42,MONTHLY ISSUANCE,2024-10-31,Salary account,,SILVER,,
1242,74,ISSUANCE AFTER A TRANSACTION,2024-11-01,Salary account,,GOLD,,
1393,1,MONTHLY ISSUANCE,2024-11-02,Savings account,,SILVER,,
2303,41,MONTHLY ISSUANCE,2024-11-03,NRI account,,SILVER,,
3708,64,MONTHLY ISSUANCE,2024-11-04,Salary account,,SILVER,,
209,37,MONTHLY ISSUANCE,2024-11-05,Savings account,,SILVER,,
8094,67,MONTHLY ISSUANCE,2024-11-06,Savings account,,SILVER,,
2601,70,MONTHLY ISSUANCE,2024-11-07,NRI account,,SILVER,,
7,60,MONTHLY ISSUANCE,2024-11-08,Salary account,,SILVER,,
1347,8,MONTHLY ISSUANCE,2024-11-09,Salary account,,SILVER,,
546,8,MONTHLY ISSUANCE,2024-11-10,Savings account,,SILVER,,
3862,1,MONTHLY ISSUANCE,2024-11-11,Salary account,,SILVER,,
2898,54,MONTHLY ISSUANCE,2024-11-12,Salary account,,SILVER,,
3517,26,MONTHLY ISSUANCE,2024-11-13,Salary account,,SILVER,,
2264,41,MONTHLY ISSUANCE,2024-11-14,Savings account,,SILVER,,
8688,66,MONTHLY ISSUANCE,2024-11-15,Savings account,,SILVER,,
513,58,MONTHLY ISSUANCE,2024-11-16,Salary account,,SILVER,,
1549,21,MONTHLY ISSUANCE,2024-11-17,Savings account,,SILVER,,
3093,16,MONTHLY ISSUANCE,2024-11-18,Savings account,,SILVER,,
10905,32,MONTHLY ISSUANCE,2024-11-19,Savings account,,SILVER,,
2234,3,MONTHLY ISSUANCE,2024-11-20,Salary account,,SILVER,,
2285,36,MONTHLY ISSUANCE,2024-11-21,Savings account,,SILVER,,
3809,1,MONTHLY ISSUANCE,2024-11-22,NRI account,,SILVER,,
1546,15,MONTHLY ISSUANCE,2024-11-23,Salary account,,SILVER,,
2826,35,MONTHLY ISSUANCE,2024-11-24,Salary account,,SILVER,,
797,57,MONTHLY ISSUANCE,2024-11-25,NRI account,,SILVER,,
530,54,MONTHLY ISSUANCE,2024-11-26,NRI account,,SILVER,,
508,74,MONTHLY ISSUANCE,2024-11-27,NRI account,,SILVER,,
341,28,MONTHLY ISSUANCE,2024-11-28,Savings account,,SILVER,,
3256,40,MONTHLY ISSUANCE,2024-11-29,Savings account,,SILVER,,
4033,57,MONTHLY ISSUANCE,2024-11-30,Salary account,,SILVER,,
5878,76,MONTHLY ISSUANCE,2024-12-01,Savings account,,SILVER,,
77,63,MONTHLY ISSUANCE,2024-12-02,Savings account,,SILVER,,
1320,58,MONTHLY ISSUANCE,2024-12-03,Savings account,,SILVER,,
3376,58,MONTHLY ISSUANCE,2024-12-04,NRI account,,SILVER,,
1260,5,MONTHLY ISSUANCE,2024-12-05,Savings account,,SILVER,,
1021,42,MONTHLY ISSUANCE,2024-12-06,Salary account,,SILVER,,
48,21,MONTHLY ISSUANCE,2024-12-07,Savings account,,SILVER,,
4069,38,MONTHLY ISSUANCE,2024-12-08,Salary account,,SILVER,,
3564,14,MONTHLY ISSUANCE,2024-12-09,NRI account,,SILVER,,
63,22,MONTHLY ISSUANCE,2024-12-10,Salary account,,SILVER,,
1991,1,MONTHLY ISSUANCE,2024-12-11,NRI account,,SILVER,,
3291,45,MONTHLY ISSUANCE,2024-12-12,NRI account,,SILVER,,
2385,60,MONTHLY ISSUANCE,2024-12-13,Savings account,,SILVER,,
2032,36,MONTHLY ISSUANCE,2024-12-14,Salary account,,SILVER,,
570,3,MONTHLY ISSUANCE,2024-12-15,Savings account,,SILVER,,
993,6,MONTHLY ISSUANCE,2024-12-16,NRI account,,SILVER,,
3884,1,MONTHLY ISSUANCE,2024-12-17,Salary account,,SILVER,,
3765,32,MONTHLY ISSUANCE,2024-12-18,NRI account,,SILVER,,
3589,5,MONTHLY ISSUANCE,2024-12-19,NRI account,,SILVER,,
2967,38,MONTHLY ISSUANCE,2024-12-20,NRI account,,SILVER,,
3437,1,MONTHLY ISSUANCE,2024-12-21,NRI account,,SILVER,,
4102,60,MONTHLY ISSUANCE,2024-12-22,NRI account,,SILVER,,
3498,31,MONTHLY ISSUANCE,2024-12-23,Salary account,,SILVER,,
2258,3,MONTHLY ISSUANCE,2024-12-24,Savings account,,SILVER,,
3177,74,MONTHLY ISSUANCE,2024-12-25,Salary account,,SILVER,,
1638,6,WEEKLY ISUANCE,2024-12-26,Savings account,,DIAMOND,,
3819,69,MONTHLY ISSUANCE,2024-12-27,Salary account,,SILVER,,
6157,34,MONTHLY ISSUANCE,2024-12-28,Salary account,,SILVER,,
1326,52,MONTHLY ISSUANCE,2024-12-29,NRI account,,SILVER,,
4286,43,MONTHLY ISSUANCE,2024-12-30,Savings account,,SILVER,,
3224,55,MONTHLY ISSUANCE,2024-12-31,Salary account,,SILVER,,
829,59,MONTHLY ISSUANCE,2025-01-01,Savings account,,SILVER,,
511,14,MONTHLY ISSUANCE,2025-01-02,NRI account,,SILVER,,
3560,57,MONTHLY ISSUANCE,2025-01-03,Salary account,,SILVER,,
1555,34,MONTHLY ISSUANCE,2025-01-04,Savings account,,SILVER,,
2160,72,MONTHLY ISSUANCE,2025-01-05,Salary account,,SILVER,,
4383,73,MONTHLY ISSUANCE,2025-01-06,NRI account,,SILVER,,
2517,55,ISSUANCE AFTER A TRANSACTION,2025-01-07,Savings account,,GOLD,,
2107,70,MONTHLY ISSUANCE,2025-01-08,Salary account,,SILVER,,
9333,36,MONTHLY ISSUANCE,2025-01-09,Savings account,,SILVER,,
4753,1,MONTHLY ISSUANCE,2025-01-10,Savings account,,SILVER,,
9528,19,MONTHLY ISSUANCE,2025-01-11,Salary account,,SILVER,,
91,17,MONTHLY ISSUANCE,2025-01-12,NRI account,,SILVER,,
3615,46,MONTHLY ISSUANCE,2025-01-13,NRI account,,SILVER,,
1324,42,MONTHLY ISSUANCE,2025-01-14,Savings account,,SILVER,,
431,18,MONTHLY ISSUANCE,2025-01-15,NRI account,,SILVER,,
11328,54,MONTHLY ISSUANCE,2025-01-16,NRI account,,SILVER,,
3626,51,MONTHLY ISSUANCE,2025-01-17,Savings account,,SILVER,,
1899,26,MONTHLY ISSUANCE,2025-01-18,NRI account,,SILVER,,
2130,46,MONTHLY ISSUANCE,2025-01-19,NRI account,,SILVER,,
714,23,MONTHLY ISSUANCE,2025-01-20,Salary account,,SILVER,,
255,68,MONTHLY ISSUANCE,2025-01-21,Savings account,,SILVER,,
2193,44,MONTHLY ISSUANCE,2025-01-22,NRI account,,SILVER,,
9455,73,MONTHLY ISSUANCE,2025-01-23,NRI account,,SILVER,,
3557,72,MONTHLY ISSUANCE,2025-01-24,Salary account,,SILVER,,
1663,55,MONTHLY ISSUANCE,2025-01-25,Savings account,,SILVER,,
6265,5,MONTHLY ISSUANCE,2025-01-26,NRI account,,SILVER,,
1683,77,MONTHLY ISSUANCE,2025-01-27,Savings account,,SILVER,,
6440,1,MONTHLY ISSUANCE,2025-01-28,Salary account,,SILVER,,
926,36,MONTHLY ISSUANCE,2025-01-29,Savings account,,SILVER,,
2685,67,MONTHLY ISSUANCE,2025-01-30,NRI account,,SILVER,,
2279,2,WEEKLY ISUANCE,2025-01-31,Salary account,,DIAMOND,,
1478,5,MONTHLY ISSUANCE,2025-02-01,Salary account,,SILVER,,
3228,29,MONTHLY ISSUANCE,2025-02-02,NRI account,,SILVER,,
221,19,MONTHLY ISSUANCE,2025-02-03,NRI account,,SILVER,,
3022,64,MONTHLY ISSUANCE,2025-02-04,NRI account,,SILVER,,
122,31,MONTHLY ISSUANCE,2025-02-05,Savings account,,SILVER,,
2418,64,MONTHLY ISSUANCE,2025-02-06,Savings account,,SILVER,,
806,13,MONTHLY ISSUANCE,2025-02-07,Salary account,,SILVER,,
65,36,MONTHLY ISSUANCE,2025-02-08,Savings account,,SILVER,,
9201,69,MONTHLY ISSUANCE,2025-02-09,Savings account,,SILVER,,
888,54,MONTHLY ISSUANCE,2025-02-10,Salary account,,SILVER,,
4715,8,MONTHLY ISSUANCE,2025-02-11,Savings account,,SILVER,,
3956,6,MONTHLY ISSUANCE,2025-02-12,Salary account,,SILVER,,
4375,39,MONTHLY ISSUANCE,2025-02-13,Savings account,,SILVER,,
1855,34,MONTHLY ISSUANCE,2025-02-14,NRI account,,SILVER,,
224,15,MONTHLY ISSUANCE,2025-02-15,Salary account,,SILVER,,
281,1,MONTHLY ISSUANCE,2025-02-16,NRI account,,SILVER,,
199,70,MONTHLY ISSUANCE,2025-02-17,Savings account,,SILVER,,
778,68,MONTHLY ISSUANCE,2025-02-18,NRI account,,SILVER,,
3811,1,MONTHLY ISSUANCE,2025-02-19,NRI account,,SILVER,,
1785,52,MONTHLY ISSUANCE,2025-02-20,NRI account,,SILVER,,
5912,45,MONTHLY ISSUANCE,2025-02-21,Salary account,,SILVER,,
1176,19,MONTHLY ISSUANCE,2025-02-22,NRI account,,SILVER,,
272,11,MONTHLY ISSUANCE,2025-02-23,Salary account,,SILVER,,
366,1,MONTHLY ISSUANCE,2025-02-24,Salary account,,SILVER,,
1226,1,MONTHLY ISSUANCE,2025-02-25,Salary account,,SILVER,,
2759,46,MONTHLY ISSUANCE,2025-02-26,Salary account,,SILVER,,
6902,60,MONTHLY ISSUANCE,2025-02-27,Savings account,,SILVER,,
3877,59,MONTHLY ISSUANCE,2025-02-28,Salary account,,SILVER,,
2290,37,MONTHLY ISSUANCE,2025-03-01,Savings account,,SILVER,,
1330,68,MONTHLY ISSUANCE,2025-03-02,NRI account,,SILVER,,
9037,1,MONTHLY ISSUANCE,2025-03-03,Salary account,,SILVER,,
1464,73,MONTHLY ISSUANCE,2025-03-04,NRI account,,SILVER,,
1819,55,WEEKLY ISUANCE,2025-03-05,Savings account,,DIAMOND,,
2502,32,MONTHLY ISSUANCE,2025-03-06,Savings account,,SILVER,,
1888,6,MONTHLY ISSUANCE,2025-03-07,Salary account,,SILVER,,
5317,28,MONTHLY ISSUANCE,2025-03-08,NRI account,,SILVER,,
6592,1,MONTHLY ISSUANCE,2025-03-09,Salary account,,SILVER,,
1060,6,MONTHLY ISSUANCE,2025-03-10,Savings account,,SILVER,,
473,73,MONTHLY ISSUANCE,2025-03-11,NRI account,,SILVER,,
1745,53,MONTHLY ISSUANCE,2025-03-12,Salary account,,SILVER,,
1090,69,MONTHLY ISSUANCE,2025-03-13,NRI account,,SILVER,,
329,3,MONTHLY ISSUANCE,2025-03-14,NRI account,,SILVER,,
975,1,MONTHLY ISSUANCE,2025-03-15,NRI account,,SILVER,,
3143,38,MONTHLY ISSUANCE,2025-03-16,NRI account,,SILVER,,
2709,2,MONTHLY ISSUANCE,2025-03-17,Savings account,,SILVER,,
1541,60,MONTHLY ISSUANCE,2025-03-18,NRI account,,SILVER,,
305,34,MONTHLY ISSUANCE,2025-03-19,NRI account,,SILVER,,
3690,67,ISSUANCE AFTER A TRANSACTION,2025-03-20,Savings account,,GOLD,,
3766,29,ISSUANCE AFTER A TRANSACTION,2025-03-21,Savings account,,GOLD,,
3454,32,MONTHLY ISSUANCE,2025-03-22,Savings account,,SILVER,,
2046,68,MONTHLY ISSUANCE,2025-03-23,NRI account,,SILVER,,
1492,24,MONTHLY ISSUANCE,2025-03-24,Salary account,,SILVER,,
